わさび,わさび
割り当てる,わりあてる
枠組み,わくぐみ
和風,わふう
和室,わしつ
若々しい,わかわかしい
沸かす,わかす
若葉,わかば
分ける,わける
笑い話,わらいばなし
わびる,わびる
悪口,わるくち
分け目,わけめ
渡り鳥,わたりどり
わがまま,わがまま
脇,わき
湧き上がる,わきあがる
ワンタッチ,わんたっち
割り出す,わりだす
和英,わえい
割り引く,わりびく
ワード,わーど
わきまえる,わきまえる
ワルツ,わるつ
ワイルド,わいるど
割合,わりあい
和製英語,わせいえいご
ワイヤレス,わいやれす
渡り,わたり
若い,わかい
我々,われわれ
割れ物,われもの
割高,わりだか
和訳,わやく
わくわく,わくわく
和語,わご
わら,わら
若返り,わかがえり
話術,わじゅつ
別れ話,わかればなし
渡る,わたる
ワンピース,わんぴーす
私,わたし
沸く,わく
和紙,わし
若者,わかもの
笑い,わらい
悪気,わるぎ
ワイド,わいど
腕力,わんりょく
ワイパー,わいぱー
別れ,わかれ
割り切る,わりきる
話題,わだい
わいわい,わいわい
患う,わずらう
ワッフル,わっふる
煩わしい,わずらわしい
わな,わな
わいろ,わいろ
和装,わそう
綿,わた
割れる,われる
割れ目,われめ
和服,わふく
惑星,わくせい
ワンダフル,わんだふる
和式,わしき
和製,わせい
わだかまり,わだかまり
我が国,わがくに
割りばし,わりばし
輪ゴム,わごむ
別れる,わかれる
技,わざ
災い,わざわい
ワープロ,わーぷろ
忘れる,わすれる
悪者,わるもの
ワット,わっと
割り当て,わりあて
和平,わへい
和歌,わか
ワープ,わーぷ
割り込む,わりこむ
わずか,わずか
我,われ
分かる,わかる
悪い,わるい
和牛,わぎゅう
割引,わりびき
笑う,わらう
割,わり
忘れ物,わすれもの
わめく,わめく
渡り歩く,わたりあるく
若手,わかて
我が家,わがや
訳,わけ
ワイシャツ,わいしゃつ
ワニ,わに
わきが,わきが
割合に,わりあいに
ワイングラス,わいんぐらす
わび,わび
分かれ目,わかれめ
渡す,わたす
輪切り,わぎり
ワックス,わっくす
和食,わしょく
わかめ,わかめ
若い者,わかいもの
割る,わる
割安,わりやす
